,origin_n,dest_index,route,distance
6,2997490515,604991296,"[2997490515, 2997490513, 2997490511, 1214351306, 1214613156, 1214573374, 1214612986, 1214531874, 11242575959, 986328003, 1215460463, 986328092, 7624934795, 11242441317, 1010044504, 4064213990, 2997490335, 2997490227, 4064206474, 1214572742, 4064220610, 359327097, 604991296]",2994.7880000000005
6,1214531941,604991296,"[1214531941, 1214532128, 1214532151, 1214531771, 1010044565, 1010044504, 4064213990, 2997490335, 2997490227, 4064206474, 1214572742, 4064220610, 359327097, 604991296]",2282.64
6,1214644715,604991296,"[1214644715, 1214644511, 1214644218, 1214532134, 1214531636, 1214644965, 1214644668, 332592934, 3703787747, 3946695998, 1214613236, 604991296]",3229.284
4,1251981103,1213028936,"[1251981103, 1251956502, 1251981011, 8650440300, 1251981094, 1251956452, 1251956472, 3225884365, 1251981099, 1251958018, 3577966686, 1251958025, 1251957992, 1252012092, 1252019986, 11411772092, 11411772083, 4359635506, 4359635507, 606284375, 375887244, 606284367, 606284315, 1263342386, 1263342376, 1252057417, 3853795927, 3853795926, 1213028865, 3859910736, 3859910732, 1213029834, 1213028956, 2835271056, 2835271048, 2835271038, 1213030225, 1213030242, 3855882579, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",71106.969
4,9873463892,1213028936,"[9873463892, 2634688111, 6207159510, 2634687952, 1524401829, 2634688117, 2634687925, 2634687932, 1251956502, 1251981011, 8650440300, 1251981094, 1251956452, 1251956472, 3225884365, 1251981099, 1251958018, 3577966686, 1251958025, 1251957992, 1252012092, 1252019986, 11411772092, 11411772083, 4359635506, 4359635507, 606284375, 375887244, 606284367, 606284315, 1263342386, 1263342376, 1252057417, 3853795927, 3853795926, 1213028865, 3859910736, 3859910732, 1213029834, 1213028956, 2835271056, 2835271048, 2835271038, 1213030225, 1213030242, 3855882579, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",61418.50899999998
4,2634687917,1213028936,"[2634687917, 1524401829, 2634688117, 2634687925, 2634687932, 1251956502, 1251981011, 8650440300, 1251981094, 1251956452, 1251956472, 3225884365, 1251981099, 1251958018, 3577966686, 1251958025, 1251957992, 1252012092, 1252019986, 11411772092, 11411772083, 4359635506, 4359635507, 606284375, 375887244, 606284367, 606284315, 1263342386, 1263342376, 1252057417, 3853795927, 3853795926, 1213028865, 3859910736, 3859910732, 1213029834, 1213028956, 2835271056, 2835271048, 2835271038, 1213030225, 1213030242, 3855882579, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",58316.19499999998
4,11364163610,1213028936,"[11364163610, 11364163635, 7300802151, 10923924366, 1252012092, 1252019986, 11411772092, 11411772083, 4359635506, 4359635507, 606284375, 375887244, 606284367, 606284315, 1263342386, 1263342376, 1252057417, 3853795927, 3853795926, 1213028865, 3859910736, 3859910732, 1213029834, 1213028956, 2835271056, 2835271048, 2835271038, 1213030225, 1213030242, 3855882579, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",42127.302999999985
4,1251957998,1213028936,"[1251957998, 1251958018, 3577966686, 1251958025, 1251957992, 1252012092, 1252019986, 11411772092, 11411772083, 4359635506, 4359635507, 606284375, 375887244, 606284367, 606284315, 1263342386, 1263342376, 1252057417, 3853795927, 3853795926, 1213028865, 3859910736, 3859910732, 1213029834, 1213028956, 2835271056, 2835271048, 2835271038, 1213030225, 1213030242, 3855882579, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",44865.508999999984
4,4359609686,1213028936,"[4359609686, 2615977399, 375887244, 606284367, 606284315, 1263342386, 1263342376, 1252057417, 3853795927, 3853795926, 1213028865, 3859910736, 3859910732, 1213029834, 1213028956, 2835271056, 2835271048, 2835271038, 1213030225, 1213030242, 3855882579, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",34536.952999999994
4,1252057416,1213028936,"[1252057416, 1252057417, 3853795927, 3853795926, 1213028865, 3859910736, 3859910732, 1213029834, 1213028956, 2835271056, 2835271048, 2835271038, 1213030225, 1213030242, 3855882579, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",7222.562999999999
4,2615977429,1213028936,"[2615977429, 606284308, 1263342376, 1252057417, 3853795927, 3853795926, 1213028865, 3859910736, 3859910732, 1213029834, 1213028956, 2835271056, 2835271048, 2835271038, 1213030225, 1213030242, 3855882579, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",9535.765000000003
4,1263229916,1213028936,"[1263229916, 3766746998, 606300973, 1213054649, 1213054771, 1213029780, 3859910726, 3859910736, 3859910732, 1213029834, 1213028956, 2835271056, 2835271048, 2835271038, 1213030225, 1213030242, 3855882579, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",6571.768
11,1533815927,1252052920,"[1533815927, 1533815925, 1252032045, 1252032437, 1252031995, 1252031983, 1252032059, 3522864364, 331614895, 7679363285, 331614894, 7679349359, 1906474747, 3509330943, 3974760075, 3509330941, 1252052836, 1252052947, 1252052821, 1252052811, 1252052865, 1252052920]",19612.146000000004
4,10923962048,1213028936,"[10923962048, 10923924366, 1252012092, 1252019986, 11411772092, 11411772083, 4359635506, 4359635507, 606284375, 375887244, 606284367, 606284315, 1263342386, 1263342376, 1252057417, 3853795927, 3853795926, 1213028865, 3859910736, 3859910732, 1213029834, 1213028956, 2835271056, 2835271048, 2835271038, 1213030225, 1213030242, 3855882579, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",43513.69699999998
4,10923962048,1213028936,"[10923962048, 10923924366, 1252012092, 1252019986, 11411772092, 11411772083, 4359635506, 4359635507, 606284375, 375887244, 606284367, 606284315, 1263342386, 1263342376, 1252057417, 3853795927, 3853795926, 1213028865, 3859910736, 3859910732, 1213029834, 1213028956, 2835271056, 2835271048, 2835271038, 1213030225, 1213030242, 3855882579, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",43513.69699999998
4,3984931010,1213028936,"[3984931010, 3984931070, 606284367, 606284315, 1263342386, 1263342376, 1252057417, 3853795927, 3853795926, 1213028865, 3859910736, 3859910732, 1213029834, 1213028956, 2835271056, 2835271048, 2835271038, 1213030225, 1213030242, 3855882579, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",24663.693
9,1213054513,11254276731,"[1213054513, 1213054716, 1213055197, 1213055007, 1213055004, 1213055037, 5369219419, 5369219621, 1213054475, 1212999874, 1213000037, 1213000005, 1213054071, 1212999723, 1213054891, 1212999970, 1213054906, 2209291615, 1213029695, 1212999925, 3012072144, 11254276731]",7703.563000000001
4,6150867665,1213028936,"[6150867665, 7213713803, 375891157, 1213029023, 1213029536, 1263268827, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",9235.76
9,7565668433,11254276731,"[7565668433, 1213054898, 1213054561, 1213055245, 606283133, 606283103, 1212999969, 1212999582, 1212999432, 1212999702, 1212999925, 3012072144, 11254276731]",5223.929000000001
4,1213029858,1213028936,"[1213029858, 3010128960, 1213029354, 1213029121, 1213030242, 3855882579, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",9055.927000000001
4,1212999867,1213028936,"[1212999867, 1212999570, 1212999671, 606283128, 1213028949, 606283116, 606283189, 1212999871, 1212999875, 1212999730, 1212999532, 606172253, 7629248637, 606283181, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",6124.701999999999
9,1213055220,11254276731,"[1213055220, 5369219630, 5369219419, 5369219621, 1213054475, 1212999874, 1213000037, 1213000005, 1213054071, 1212999723, 1213054891, 1212999970, 1213054906, 2209291615, 1213029695, 1212999925, 3012072144, 11254276731]",3833.0190000000007
9,10139024625,11254276731,"[10139024625, 1213054995, 1212999874, 1213000037, 1213000005, 1213054071, 1212999723, 1213054891, 1212999970, 1213054906, 2209291615, 1213029695, 1212999925, 3012072144, 11254276731]",3069.5190000000002
4,7608302951,1213028936,"[7608302951, 1213030146, 1213029834, 1213028956, 2835271056, 2835271048, 2835271038, 1213030225, 1213030242, 3855882579, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",4822.299
4,1213029685,1213028936,"[1213029685, 1213028768, 1213030228, 1213029761, 1213028869, 2835271048, 2835271038, 1213030225, 1213030242, 3855882579, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",4797.542
4,1212999383,1213028936,"[1212999383, 1212999511, 1212999375, 3855333008, 606172254, 606172258, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",2031.8560000000002
4,1213029078,1213028936,"[1213029078, 1213029960, 1213030228, 1213029761, 1213028869, 2835271048, 2835271038, 1213030225, 1213030242, 3855882579, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",4442.040000000001
4,1213028871,1213028936,"[1213028871, 1213028763, 606172253, 7629248637, 606283181, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",1449.89
9,1213028842,11254276731,"[1213028842, 1213029122, 1213029695, 1212999925, 3012072144, 11254276731]",763.725
9,1213054829,11254276731,"[1213054829, 1213029002, 1213054588, 1213029122, 1213029695, 1212999925, 3012072144, 11254276731]",1205.283
4,1213029601,1213028936,"[1213029601, 1213030049, 7608302952, 7608302953, 7608302951, 1213030146, 1213029834, 1213028956, 2835271056, 2835271048, 2835271038, 1213030225, 1213030242, 3855882579, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",5117.46
4,1212999532,1213028936,"[1212999532, 606172253, 7629248637, 606283181, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",1439.718
4,606142177,1213028936,"[606142177, 606142175, 331610278, 1213028789, 11256195213, 1213028996, 1213028936]",530.5870000000001
9,1213054538,11254276731,"[1213054538, 1213054829, 1213029002, 1213054588, 1213029122, 1213029695, 1212999925, 3012072144, 11254276731]",1423.2250000000001
4,1213029536,1213028936,"[1213029536, 1263268827, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",2771.4080000000004
4,1212999893,1213028936,"[1212999893, 1212999982, 1212999440, 1212999887, 1212999829, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",1964.862
4,1213029295,1213028936,"[1213029295, 1213030225, 1213030242, 3855882579, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",3579.4889999999996
4,1213029904,1213028936,"[1213029904, 1213028869, 2835271048, 2835271038, 1213030225, 1213030242, 3855882579, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",3776.278
9,1213054130,11254276731,"[1213054130, 1213054150, 1213054538, 1213054829, 1213029002, 1213054588, 1213029122, 1213029695, 1212999925, 3012072144, 11254276731]",2012.685
0,1213029825,1621241515,,10989367.959000047
1,1213029825,1621235360,,10989367.959000047
2,1213029825,382802241,,10989367.959000047
3,1213029825,1041877611,,10989367.959000047
4,1213029825,1213028936,,10989367.959000047
5,1213029825,3949444326,,10989367.959000047
6,1213029825,604991296,,10989367.959000047
7,1213029825,986327377,,10989367.959000047
8,1213029825,1214613415,,10989367.959000047
9,1213029825,11254276731,,10989367.959000047
10,1213029825,2027236069,,10989367.959000047
11,1213029825,1252052920,,10989367.959000047
12,1213029825,3496593621,,10989367.959000047
13,1213029825,596732160,,10989367.959000047
14,1213029825,1017630547,,10989367.959000047
15,1213029825,8215344574,,10989367.959000047
16,1213029825,1224865147,,10989367.959000047
17,1213029825,1039328757,,10989367.959000047
18,1213029825,360157201,,10989367.959000047
19,1213029825,987446479,,10989367.959000047
20,1213029825,1590299964,,10989367.959000047
21,1213029825,1133345211,,10989367.959000047
22,1213029825,4345303094,,10989367.959000047
23,1213029825,984094293,,10989367.959000047
24,1213029825,1116208885,,10989367.959000047
4,7629248648,1213028936,"[7629248648, 7629248637, 606283181, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",800.6620000000001
4,1263268848,1213028936,"[1263268848, 1263268827, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",2698.452
4,1212999440,1213028936,"[1212999440, 1212999887, 1212999829, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",1519.882
9,3012071609,11254276731,"[3012071609, 1213055241, 1213030272, 1213054538, 1213054829, 1213029002, 1213054588, 1213029122, 1213029695, 1212999925, 3012072144, 11254276731]",2093.747
4,1212999455,1213028936,"[1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",893.708
4,1213029126,1213028936,"[1213029126, 1213029506, 1213029915, 1213029588, 1213029039, 1213028996, 1213028936]",942.7230000000001
4,1212999510,1213028936,"[1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",614.372
4,1213029854,1213028936,"[1213029854, 1213028974, 1213028956, 2835271056, 2835271048, 2835271038, 1213030225, 1213030242, 3855882579, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",4133.947
4,1213029600,1213028936,"[1213029600, 1213029919, 1213029453, 1213030081, 1213029725, 1213054428, 1213054649, 1213054771, 1213029780, 3859910726, 3859910736, 3859910732, 1213029834, 1213028956, 2835271056, 2835271048, 2835271038, 1213030225, 1213030242, 3855882579, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",6822.047
4,6204981498,1213028936,"[6204981498, 1263306915, 1213030245, 1262028272, 1214033771, 1213028850, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",687.776
4,1213029997,1213028936,"[1213029997, 1213030134, 1213030203, 1213029854, 1213028974, 1213028956, 2835271056, 2835271048, 2835271038, 1213030225, 1213030242, 3855882579, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",4887.612999999999
4,1263268853,1213028936,"[1263268853, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",1353.882
4,1213055019,1213028936,"[1213055019, 1213054575, 1213055213, 1213054323, 1213030081, 1213029725, 1213054428, 1213054649, 1213054771, 1213029780, 3859910726, 3859910736, 3859910732, 1213029834, 1213028956, 2835271056, 2835271048, 2835271038, 1213030225, 1213030242, 3855882579, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",6659.5
4,6253208498,1213028936,"[6253208498, 6253208496, 3853795876, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",2445.5200000000004
4,1263268853,1213028936,"[1263268853, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",1353.882
4,1213029605,1213028936,"[1213029605, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",1858.3139999999999
4,1213055019,1213028936,"[1213055019, 1213054575, 1213055213, 1213054323, 1213030081, 1213029725, 1213054428, 1213054649, 1213054771, 1213029780, 3859910726, 3859910736, 3859910732, 1213029834, 1213028956, 2835271056, 2835271048, 2835271038, 1213030225, 1213030242, 3855882579, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",6659.5
4,3853794953,1213028936,"[3853794953, 3853795859, 3853795868, 6253208496, 3853795876, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",2179.877
4,1213029109,1213028936,"[1213029109, 1213028999, 1213030029, 1213028947, 9740503260, 1213029358, 1213029452, 1213029588, 1213029039, 1213028996, 1213028936]",1520.9850000000004
4,1213029764,1213028936,"[1213029764, 1213030210, 606300939, 1212999643, 1212999630, 1212999778, 1213030245, 1262028272, 1214033771, 1213028850, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",2265.708
4,1213857700,1213028936,"[1213857700, 1212999643, 1212999630, 1212999778, 1213030245, 1262028272, 1214033771, 1213028850, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",1686.267
4,1213029928,1213028936,"[1213029928, 1213029497, 1213030067, 1213054158, 1213029192, 1213030005, 1213030159, 1213029453, 1213030081, 1213029725, 1213054428, 1213054649, 1213054771, 1213029780, 3859910726, 3859910736, 3859910732, 1213029834, 1213028956, 2835271056, 2835271048, 2835271038, 1213030225, 1213030242, 3855882579, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",7328.538999999999
4,1213030238,1213028936,"[1213030238, 1213028791, 1213030210, 606300939, 1212999643, 1212999630, 1212999778, 1213030245, 1262028272, 1214033771, 1213028850, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",2545.076
4,1263229837,1213028936,"[1263229837, 1263229916, 3766746998, 606300973, 1213054649, 1213054771, 1213029780, 3859910726, 3859910736, 3859910732, 1213029834, 1213028956, 2835271056, 2835271048, 2835271038, 1213030225, 1213030242, 3855882579, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",6839.7300000000005
4,1213029497,1213028936,"[1213029497, 1213030067, 1213054158, 1213029192, 1213030005, 1213030159, 1213029453, 1213030081, 1213029725, 1213054428, 1213054649, 1213054771, 1213029780, 3859910726, 3859910736, 3859910732, 1213029834, 1213028956, 2835271056, 2835271048, 2835271038, 1213030225, 1213030242, 3855882579, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",7037.680999999999
4,3766747019,1213028936,"[3766747019, 3766747041, 10168214492, 11180492046, 10168214480, 10168214495, 10168214486, 7314165139, 1212999778, 1213030245, 1262028272, 1214033771, 1213028850, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",1101.0390000000002
4,1213029977,1213028936,"[1213029977, 1213030030, 3855700932, 3855700936, 1213028791, 1213030210, 606300939, 1212999643, 1212999630, 1212999778, 1213030245, 1262028272, 1214033771, 1213028850, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",2668.6489999999994
4,1213055164,1213028936,"[1213055164, 1213054788, 1213054158, 1213029192, 1213030005, 1213030159, 1213029453, 1213030081, 1213029725, 1213054428, 1213054649, 1213054771, 1213029780, 3859910726, 3859910736, 3859910732, 1213029834, 1213028956, 2835271056, 2835271048, 2835271038, 1213030225, 1213030242, 3855882579, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",7113.331
4,1213054788,1213028936,"[1213054788, 1213054158, 1213029192, 1213030005, 1213030159, 1213029453, 1213030081, 1213029725, 1213054428, 1213054649, 1213054771, 1213029780, 3859910726, 3859910736, 3859910732, 1213029834, 1213028956, 2835271056, 2835271048, 2835271038, 1213030225, 1213030242, 3855882579, 3855882583, 3855882573, 3853795892, 606142216, 1213030038, 1213030148, 1212999392, 1212999554, 1263268835, 1212999905, 1212999455, 1212999510, 606142195, 3853790379, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",6772.043
4,1227776507,1213028936,"[1227776507, 1214036263, 1213029140, 1213028753, 1213030030, 3855700932, 3855700936, 1213028791, 1213030210, 606300939, 1212999643, 1212999630, 1212999778, 1213030245, 1262028272, 1214033771, 1213028850, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",2481.646
4,1213029667,1213028936,"[1213029667, 10168214510, 10168214480, 10168214495, 10168214486, 7314165139, 1212999778, 1213030245, 1262028272, 1214033771, 1213028850, 1213029076, 1214033732, 1213028789, 11256195213, 1213028996, 1213028936]",3373.2090000000003
5,5668100159,3949444326,"[5668100159, 5668100157, 1214613097, 1214613428, 1214531562, 1214613180, 1214613068, 1214613001, 1214612861, 1214613201, 1214351279, 1214351301, 1214531687, 1214531654, 1214532149, 1214351291, 1214351278, 382802197, 1214532052, 332592932, 7826021756, 3949699494, 6202781622, 6202781639, 6202781620, 6202780479, 6202781613, 6202781612, 3949444332, 1214572706, 3949444326]",5316.913999999999
8,1214572884,1214613415,"[1214572884, 1214573219, 1214573232, 1214572681, 1214572945, 1214572504, 1214532002, 1214531498, 1214531239, 1214572933, 1214573257, 1214531400, 1214531920, 1214573021, 1214573382, 1214572805, 985007599, 11632420095, 11632420097, 11240007225, 3593728525, 3593728523, 1214612869, 1214613415]",5429.623999999999
11,1252032454,1252052920,"[1252032454, 1252032437, 1252031995, 1252031983, 1252032059, 3522864364, 331614895, 7679363285, 331614894, 7679349359, 1906474747, 3509330943, 3974760075, 3509330941, 1252052836, 1252052947, 1252052821, 1252052811, 1252052865, 1252052920]",18308.116
0,376988431,1621241515,,10989367.959000047
1,376988431,1621235360,,10989367.959000047
2,376988431,382802241,,10989367.959000047
3,376988431,1041877611,,10989367.959000047
4,376988431,1213028936,,10989367.959000047
5,376988431,3949444326,,10989367.959000047
6,376988431,604991296,,10989367.959000047
7,376988431,986327377,,10989367.959000047
8,376988431,1214613415,,10989367.959000047
9,376988431,11254276731,,10989367.959000047
10,376988431,2027236069,,10989367.959000047
11,376988431,1252052920,,10989367.959000047
12,376988431,3496593621,,10989367.959000047
13,376988431,596732160,,10989367.959000047
14,376988431,1017630547,,10989367.959000047
15,376988431,8215344574,,10989367.959000047
16,376988431,1224865147,,10989367.959000047
17,376988431,1039328757,,10989367.959000047
18,376988431,360157201,,10989367.959000047
19,376988431,987446479,,10989367.959000047
20,376988431,1590299964,,10989367.959000047
21,376988431,1133345211,,10989367.959000047
22,376988431,4345303094,,10989367.959000047
23,376988431,984094293,,10989367.959000047
24,376988431,1116208885,,10989367.959000047
11,1252323742,1252052920,"[1252323742, 6943522506, 1252323650, 1252323926, 1252323707, 6312272784, 331615788, 1252309466, 6237630074, 7669801979, 1252032060, 1252309519, 331615512, 331615465, 11256466622, 3522864358, 3522864370, 331615461, 331614906, 3522864364, 331614895, 7679363285, 331614894, 7679349359, 1906474747, 3509330943, 3974760075, 3509330941, 1252052836, 1252052947, 1252052821, 1252052811, 1252052865, 1252052920]",18188.836999999996
